,token,trialID,positionID,surp,ispunct,prefix,prompt,list_len,stimID,second_list
0,Before,0,0,nan,False,1,1,3,1,repeat
1, the,0,1,2.551027297973633,False,1,1,3,1,repeat
2, meeting,0,2,5.753713607788086,False,1,1,3,1,repeat
3,",",0,3,0.6362646222114563,True,1,1,3,1,repeat
4, Mary,0,4,8.620794296264648,False,1,1,3,1,repeat
5, wrote,0,5,6.034746170043945,False,1,1,3,1,repeat
6, down,0,6,4.396554946899414,False,1,1,3,1,repeat
7, the,0,7,1.3433159589767456,False,1,1,3,1,repeat
8, following,0,8,4.053033351898193,False,1,1,3,1,repeat
9, list,0,9,4.172577381134033,False,1,1,3,1,repeat
10, of,0,10,0.18576112389564514,False,1,1,3,1,repeat
11, words,0,11,6.043724060058594,False,1,1,3,1,repeat
12,:,0,12,1.203829288482666,True,1,1,3,1,repeat
13, window,1,0,13.060759544372559,False,1,1,3,1,repeat
14,",",1,1,1.051327109336853,True,1,1,3,1,repeat
15, door,1,2,3.611264705657959,False,1,1,3,1,repeat
16,",",1,3,0.1557670384645462,True,1,1,3,1,repeat
17, roof,1,4,5.822896957397461,False,1,1,3,1,repeat
18,.,1,5,3.0585453510284424,True,1,1,3,1,repeat
19,After,2,0,11.253669738769531,False,1,1,3,1,repeat
20, the,2,1,1.7528451681137085,False,1,1,3,1,repeat
21, meeting,2,2,0.2998522222042084,False,1,1,3,1,repeat
22,",",2,3,0.2198595255613327,True,1,1,3,1,repeat
23, Mary,2,4,1.0060096979141235,False,1,1,3,1,repeat
24, read,2,5,4.039097785949707,False,1,1,3,1,repeat
25, the,2,6,1.390223503112793,False,1,1,3,1,repeat
26, list,2,7,1.841858148574829,False,1,1,3,1,repeat
27, again,2,8,2.5389981269836426,False,1,1,3,1,repeat
28,:,2,9,2.2166004180908203,True,1,1,3,1,repeat
29, window,3,0,1.9800474643707275,False,1,1,3,1,repeat
30,",",3,1,0.08237231522798538,True,1,1,3,1,repeat
31, door,3,2,0.2101864218711853,False,1,1,3,1,repeat
32,",",3,3,0.0702388659119606,True,1,1,3,1,repeat
33, roof,3,4,0.24175167083740234,False,1,1,3,1,repeat
34,.,3,5,0.30044761300086975,True,1,1,3,1,repeat
0,Before,0,0,nan,False,1,1,3,2,repeat
1, the,0,1,2.551027297973633,False,1,1,3,2,repeat
2, meeting,0,2,5.753713607788086,False,1,1,3,2,repeat
3,",",0,3,0.6362646222114563,True,1,1,3,2,repeat
4, Mary,0,4,8.620794296264648,False,1,1,3,2,repeat
5, wrote,0,5,6.034746170043945,False,1,1,3,2,repeat
6, down,0,6,4.396554946899414,False,1,1,3,2,repeat
7, the,0,7,1.3433159589767456,False,1,1,3,2,repeat
8, following,0,8,4.053033351898193,False,1,1,3,2,repeat
9, list,0,9,4.172577381134033,False,1,1,3,2,repeat
10, of,0,10,0.18576112389564514,False,1,1,3,2,repeat
11, words,0,11,6.043724060058594,False,1,1,3,2,repeat
12,:,0,12,1.203829288482666,True,1,1,3,2,repeat
13, leg,1,0,12.7829008102417,False,1,1,3,2,repeat
14,",",1,1,1.8445065021514893,True,1,1,3,2,repeat
15, arms,1,2,6.552859306335449,False,1,1,3,2,repeat
16,",",1,3,0.1053922101855278,True,1,1,3,2,repeat
17, head,1,4,4.0981879234313965,False,1,1,3,2,repeat
18,.,1,5,3.6828744411468506,True,1,1,3,2,repeat
19,After,2,0,10.958422660827637,False,1,1,3,2,repeat
20, the,2,1,1.653830647468567,False,1,1,3,2,repeat
21, meeting,2,2,0.32542940974235535,False,1,1,3,2,repeat
22,",",2,3,0.24115286767482758,True,1,1,3,2,repeat
23, Mary,2,4,0.9064828157424927,False,1,1,3,2,repeat
24, read,2,5,3.9737143516540527,False,1,1,3,2,repeat
25, the,2,6,1.4268299341201782,False,1,1,3,2,repeat
26, list,2,7,1.977333664894104,False,1,1,3,2,repeat
27, again,2,8,2.805140495300293,False,1,1,3,2,repeat
28,:,2,9,2.3518388271331787,True,1,1,3,2,repeat
29, leg,3,0,2.4259257316589355,False,1,1,3,2,repeat
30,",",3,1,0.10260525345802307,True,1,1,3,2,repeat
31, arms,3,2,0.777616024017334,False,1,1,3,2,repeat
32,",",3,3,0.033328279852867126,True,1,1,3,2,repeat
33, head,3,4,0.20568765699863434,False,1,1,3,2,repeat
34,.,3,5,0.26725640892982483,True,1,1,3,2,repeat
0,Before,0,0,nan,False,1,1,3,3,repeat
1, the,0,1,2.551027297973633,False,1,1,3,3,repeat
2, meeting,0,2,5.753713607788086,False,1,1,3,3,repeat
3,",",0,3,0.6362646222114563,True,1,1,3,3,repeat
4, Mary,0,4,8.620794296264648,False,1,1,3,3,repeat
5, wrote,0,5,6.034746170043945,False,1,1,3,3,repeat
6, down,0,6,4.396554946899414,False,1,1,3,3,repeat
7, the,0,7,1.3433159589767456,False,1,1,3,3,repeat
8, following,0,8,4.053033351898193,False,1,1,3,3,repeat
9, list,0,9,4.172577381134033,False,1,1,3,3,repeat
10, of,0,10,0.18576112389564514,False,1,1,3,3,repeat
11, words,0,11,6.043724060058594,False,1,1,3,3,repeat
12,:,0,12,1.203829288482666,True,1,1,3,3,repeat
13, sail,1,0,13.602953910827637,False,1,1,3,3,repeat
14,boat,1,1,3.4578168392181396,False,1,1,3,3,repeat
15,",",1,2,0.6844990849494934,True,1,1,3,3,repeat
16, destroyer,1,3,7.475897789001465,False,1,1,3,3,repeat
17,",",1,4,0.08493225276470184,True,1,1,3,3,repeat
18, battles,1,5,5.575667858123779,False,1,1,3,3,repeat
19,hip,1,6,0.0017610769718885422,False,1,1,3,3,repeat
20,.,1,7,3.2532472610473633,True,1,1,3,3,repeat
21,After,2,0,10.810928344726562,False,1,1,3,3,repeat
22, the,2,1,1.5526975393295288,False,1,1,3,3,repeat
23, meeting,2,2,0.310137003660202,False,1,1,3,3,repeat
24,",",2,3,0.22224688529968262,True,1,1,3,3,repeat
25, Mary,2,4,0.9583238959312439,False,1,1,3,3,repeat
26, read,2,5,4.037623882293701,False,1,1,3,3,repeat
27, the,2,6,1.347254991531372,False,1,1,3,3,repeat
28, list,2,7,1.7521851062774658,False,1,1,3,3,repeat
29, again,2,8,2.8165359497070312,False,1,1,3,3,repeat
30,:,2,9,2.4043421745300293,True,1,1,3,3,repeat
31, sail,3,0,3.4280447959899902,False,1,1,3,3,repeat
32,boat,3,1,0.15119390189647675,False,1,1,3,3,repeat
33,",",3,2,0.07558735460042953,True,1,1,3,3,repeat
34, destroyer,3,3,0.23075203597545624,False,1,1,3,3,repeat
35,",",3,4,0.038082268089056015,True,1,1,3,3,repeat
36, battles,3,5,0.09115777164697647,False,1,1,3,3,repeat
37,hip,3,6,0.002298215636983514,False,1,1,3,3,repeat
38,.,3,7,0.31956717371940613,True,1,1,3,3,repeat
0,Before,0,0,nan,False,1,1,3,4,repeat
1, the,0,1,2.551027297973633,False,1,1,3,4,repeat
2, meeting,0,2,5.753713607788086,False,1,1,3,4,repeat
3,",",0,3,0.6362646222114563,True,1,1,3,4,repeat
4, Mary,0,4,8.620794296264648,False,1,1,3,4,repeat
5, wrote,0,5,6.034746170043945,False,1,1,3,4,repeat
6, down,0,6,4.396554946899414,False,1,1,3,4,repeat
7, the,0,7,1.3433159589767456,False,1,1,3,4,repeat
8, following,0,8,4.053033351898193,False,1,1,3,4,repeat
9, list,0,9,4.172577381134033,False,1,1,3,4,repeat
10, of,0,10,0.18576112389564514,False,1,1,3,4,repeat
11, words,0,11,6.043724060058594,False,1,1,3,4,repeat
12,:,0,12,1.203829288482666,True,1,1,3,4,repeat
13, rob,1,0,12.696722984313965,False,1,1,3,4,repeat
14,in,1,1,2.4778268337249756,False,1,1,3,4,repeat
15,",",1,2,1.039763331413269,True,1,1,3,4,repeat
16, sp,1,3,6.703359603881836,False,1,1,3,4,repeat
17,arrow,1,4,1.3447010517120361,False,1,1,3,4,repeat
